Date,value
2008-08-11,91.76000213623047
2008-08-12,91.69999694824219
2008-08-13,91.77999877929688
2008-08-14,91.76000213623047
2008-08-15,91.77999877929688
2008-08-18,91.72000122070312
2008-08-19,91.80000305175781
2008-08-20,91.80000305175781
2008-08-21,91.81999969482422
2008-08-22,91.83999633789062
2008-08-25,91.81999969482422
2008-08-26,91.83999633789062
2008-08-27,91.83999633789062
2008-08-28,91.83999633789062
2008-08-29,91.80000305175781
2008-09-02,91.73999786376953
2008-09-03,91.73999786376953
2008-09-04,91.73999786376953
2008-09-05,91.76000213623047
2008-09-08,91.76000213623047
2008-09-09,91.73999786376953
2008-09-10,91.77999877929688
2008-09-11,91.76000213623047
2008-09-12,91.80000305175781
2008-09-15,91.9000015258789
2008-09-16,91.94000244140625
2008-09-17,92.33999633789062
2008-09-18,92.08000183105469
2008-09-19,91.76000213623047
2008-09-22,91.80000305175781
2008-09-23,92.0999984741211
2008-09-24,91.81999969482422
2008-09-25,91.91999816894531
2008-09-26,92.08000183105469
2008-09-29,92.4800033569336
2008-09-30,92.13999938964844
2008-10-01,92.0
2008-10-02,91.95999908447266
2008-10-03,91.95999908447266
2008-10-06,91.94000244140625
2008-10-07,91.91999816894531
2008-10-08,91.83999633789062
2008-10-09,91.9800033569336
2008-10-10,92.05999755859375
2008-10-13,91.69999694824219
2008-10-14,91.86000061035156
2008-10-15,91.87999725341797
2008-10-16,91.83999633789062
2008-10-17,91.63999938964844
2008-10-20,91.86000061035156
2008-10-21,91.86000061035156
2008-10-22,91.73999786376953
2008-10-23,91.86000061035156
2008-10-24,91.76000213623047
2008-10-27,91.9000015258789
2008-10-28,91.87999725341797
2008-10-29,91.77999877929688
2008-10-30,91.9000015258789
2008-10-31,91.80000305175781
2008-11-03,91.68000030517578
2008-11-04,91.72000122070312
2008-11-05,91.76000213623047
2008-11-06,91.9000015258789
2008-11-07,91.9000015258789
2008-11-10,91.87999725341797
2008-11-11,91.87999725341797
2008-11-12,91.9000015258789
2008-11-13,91.9000015258789
2008-11-14,91.9000015258789
2008-11-17,91.94000244140625
2008-11-18,91.83999633789062
2008-11-19,91.81999969482422
2008-11-20,91.87999725341797
2008-11-21,91.86000061035156
2008-11-24,91.87999725341797
2008-11-25,91.9000015258789
2008-11-26,91.94000244140625
2008-11-28,91.66000366210938
2008-12-01,91.86000061035156
2008-12-02,91.94000244140625
2008-12-03,91.80000305175781
2008-12-04,91.76000213623047
2008-12-05,91.76000213623047
2008-12-08,91.77999877929688
2008-12-09,91.73999786376953
2008-12-10,91.80000305175781
2008-12-11,91.69999694824219
2008-12-12,91.73999786376953
2008-12-15,91.72000122070312
2008-12-16,91.77999877929688
2008-12-17,91.72000122070312
2008-12-18,91.66000366210938
2008-12-19,91.72000122070312
2008-12-22,91.83999633789062
2008-12-23,91.73999786376953
2008-12-24,91.83999633789062
2008-12-26,91.83999633789062
2008-12-29,91.45999908447266
2008-12-30,91.77999877929688
2008-12-31,91.58000183105469
2009-01-02,91.5999984741211
2009-01-05,91.5999984741211
